id,c,mask
"1038","570, 317, 1622, 1350, 253, 1824, 1161, 2971, 4543, 40819, 1161, 455, 2971, 497, 26952, 314, 9047, 247, 2159, 465, 327, 3000, 281, 312, 1479, 8879, 17564, 715, 6266, 253, 253, 2329, 32763, 24935, 598, 275, 4260, 6909, 254, 1094, 13, 581, 441, 987, 84, 846, 28909, 1529, 15, 521, 15, 1161, 21065, 8231, 2971, 434, 13, 4318, 11898, 672, 344, 19294, 285, 13, 344, 3395, 359, 1849, 1620, 2326, 2250, 751, 436, 42554, 28237, 456, 17132, 751, 271, 745, 11895, 350, 1313, 672, 1406, 247, 485, 4023, 273, 2820, 11283, 281, 1978, 673, 281, 285, 3289, 247, 5103, 18870, 39901, 8467, 326, 1029, 574, 12759, 562, 13, 273, 1133, 15, 16173, 273, 11283, 285, 497, 11002, 432, 26126, 15495, 13, 6909, 48131, 264, 253, 398, 13, 5385, 2862, 6215, 15, 253, 13184, 42786, 574, 34768, 13, 1160, 285, 247, 2712, 2010, 326, 1480, 4352, 327, 4455, 281, 320, 14974, 15, 253, 11687, 18862, 15","1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0"
"1039","68, 68, 590, 590, 310, 4283, 253, 11532, 275, 3819, 323, 271, 6982, 4503, 8426, 326, 323, 2193, 512, 41290, 266, 41290, 5820, 285, 5373, 507, 15, 344, 310, 271, 3236, 820, 28924, 273, 4130, 253, 13919, 769, 281, 13, 417, 4017, 253, 816, 253, 30082, 3570, 1643, 15, 521, 273, 298, 72, 2612, 6858, 13403, 10419, 82, 41290, 13, 253, 507, 41290, 13, 556, 36431, 266, 281, 5107, 5645, 8553, 769, 2289, 13, 281, 651, 14257, 2810, 253, 1786, 1557, 751, 15066, 8788, 8037, 407, 4912, 609, 323, 512, 13, 285, 310, 8362, 7730, 281, 15974, 247, 46381, 595, 7952, 17245, 16347, 1818, 2395, 342, 271, 5130, 2584, 323, 1046, 1429, 697, 5686, 3486, 327, 275, 717, 14043, 254, 7888, 15, 260, 590, 434, 30951, 3737, 326, 6938, 17202, 8426, 342, 769, 4056, 49966, 731, 4320, 347, 597, 29110, 1411, 1756, 598, 6938, 13, 17749, 31427, 323, 7888, 273, 3295, 326, 13, 512, 1698, 6021, 7888, 2151, 5686, 275, 436, 2586, 13, 403, 26299, 253, 285, 24984, 5107, 323, 19123, 7888, 16239, 15, 15","0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0"
"1040","1473, 939, 369, 71, 3786, 247, 3341, 13, 270, 902, 2495, 763, 6264, 588, 7315, 4035, 9165, 281, 320, 33302, 15, 13, 3692, 1908, 2469, 9503, 452, 2908, 16782, 285, 253, 499, 5353, 2636, 953, 80, 273, 8123, 13, 323, 352, 305, 87, 17584, 434, 6423, 273, 3364, 13, 4156, 390, 5048, 577, 2600, 434, 6513, 13, 285, 4007, 635, 273, 275, 502, 85, 1484, 2403, 6855, 13, 247, 30263, 273, 391, 247, 6415, 13035, 327, 17945, 15, 23055, 703, 369, 13, 253, 253, 13433, 27387, 806, 273, 9763, 3862, 38643, 273, 352, 87, 434, 13, 390, 2151, 434, 285, 37527, 24040, 13, 17068, 9763, 272, 12564, 273, 14635, 285, 15, 14608, 11741, 407, 387, 2403, 5048, 577, 3388, 13, 281, 285, 4105, 14419, 516, 22644, 6423, 273, 8123, 310, 285, 3238, 387, 42439, 270, 13456, 67, 15, 72, 26430, 13, 533, 2820, 1633, 20632, 747, 310, 672, 671, 16782, 273, 253, 352, 18200, 247, 3872, 11083, 285, 8920, 14896, 20021, 15060, 15, 703, 556, 285, 17503, 1051, 271, 6429, 275, 15308, 8696, 2323, 15, 37756, 13, 534, 703, 670, 5421, 387, 48496, 253, 1299, 6831, 13, 4049, 4477, 8298, 15","1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1"
"1041","251, 253, 74, 369, 8261, 1039, 1728, 13, 342, 480, 326, 333, 4425, 15, 3738, 326, 703, 13, 891, 1904, 626, 3078, 1158, 359, 1871, 1089, 281, 667, 29286, 13, 891, 9549, 858, 1158, 1066, 6254, 39893, 285, 1705, 598, 352, 651, 253, 1918, 441, 247, 896, 1039, 949, 776, 3874, 4839, 281, 1007, 5967, 2570, 15, 323, 1014, 8914, 15, 1024, 326, 2167, 359, 359, 497, 3965, 2119, 497, 326, 627, 497, 643, 952, 3965, 2119, 326, 1335, 627, 497, 642, 29286, 9338, 1669, 3304, 253, 973, 13, 3874, 24761, 13, 480, 387, 1878, 581, 333, 1335, 352, 816, 3078, 281, 1160, 1056, 3282, 281, 581, 1390, 7408, 949, 4430, 9361, 342, 1633, 253, 5085, 247, 1652, 625, 18649, 359, 9829, 685, 776, 816, 275, 5440, 1083, 15, 33957, 15","0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1"
"1042","13524, 74, 5476, 1897, 891, 1078, 253, 2983, 3589, 4592, 13, 627, 369, 247, 5699, 34170, 626, 8513, 326, 574, 1705, 949, 3076, 480, 267, 2217, 267, 323, 23388, 45665, 512, 253, 2805, 22017, 731, 281, 5451, 723, 5007, 15, 891, 369, 627, 479, 323, 326, 1512, 15, 1728, 2167, 672, 984, 5654, 13768, 9377, 1264, 1897, 562, 13, 1996, 597, 891, 369, 3212, 253, 6207, 6568, 352, 434, 2197, 247, 4958, 479, 342, 247, 896, 1943, 619, 10485, 269, 327, 352, 706, 285, 359, 964, 3346, 497, 3304, 285, 368, 1453, 352, 342, 891, 2686, 247, 11010, 19982, 1160, 15, 352, 891, 369, 253, 581, 3192, 3698, 896, 670, 273, 271, 326, 4964, 15, 581, 5772, 369, 1078, 5103, 285, 5339, 1309, 253, 326, 5722, 16730, 13, 15, 417, 407, 594, 441, 253, 11795, 369, 1175, 13, 15, 533, 285, 407, 253, 6706, 840, 12608, 5621, 15, 891, 597, 1333, 326, 310, 752, 816, 2238, 574, 273, 653, 15064, 253, 2644, 281, 3343, 352, 1113, 10110, 562, 15, 15","0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0"
"1043","8826, 249, 3176, 4777, 13, 285, 327, 643, 16407, 8075, 1475, 253, 436, 778, 3286, 15, 8534, 320, 253, 38817, 3662, 281, 5908, 588, 16726, 253, 3480, 4417, 1665, 273, 13, 323, 4227, 13, 310, 12659, 1491, 327, 642, 327, 355, 1679, 17408, 685, 2800, 16407, 8075, 4768, 2534, 253, 589, 33643, 15, 13, 4651, 581, 285, 8813, 16, 263, 310, 26283, 326, 273, 1821, 13, 327, 45906, 13, 1821, 4395, 665, 1977, 432, 574, 253, 4962, 13, 7773, 778, 281, 3153, 275, 643, 452, 4395, 715, 3672, 15, 616, 4651, 13, 253, 7773, 327, 846, 253, 616, 8923, 285, 643, 840, 1133, 13, 6376, 9262, 616, 275, 278, 4454, 323, 11250, 3941, 327, 1299, 285, 253, 278, 3941, 9674, 1299, 9262, 27672, 616, 285, 4454, 323, 11250, 6105, 327, 253, 23368, 15, 352, 278, 3941, 310, 1534, 326, 1299, 27672, 15, 6747, 1781, 18652, 273, 253, 767, 1821, 5393, 403, 824, 347, 1308, 328, 1216, 7117, 327, 278, 253, 1332, 382, 857, 6105, 19801, 298, 326, 760, 10894, 686, 21808, 2851, 15, 4802, 285, 7043, 8083, 298, 2851, 342, 33230, 16407, 436, 6105, 8075, 285, 281, 5101, 616, 1201, 2143, 3846, 6171, 15, 275, 643, 5983","0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1"
"1044","78, 7839, 570, 31894, 1342, 13, 253, 46220, 3392, 273, 425, 46220, 20701, 1204, 13, 310, 14993, 671, 281, 253, 3392, 35641, 907, 273, 253, 512, 2143, 1345, 3238, 35641, 1320, 313, 10387, 4866, 15, 4730, 13, 344, 2675, 8523, 44921, 3988, 13, 1824, 13, 313, 37704, 13, 1345, 249, 13120, 23438, 13, 10, 285, 970, 247, 2143, 32076, 15519, 5316, 985, 3238, 281, 17627, 595, 35641, 10, 6108, 247, 8050, 14910, 2208, 907, 1345, 342, 6629, 15, 247, 3710, 762, 824, 247, 985, 13, 1569, 10473, 285, 4668, 247, 5974, 14488, 247, 2554, 15, 425, 311, 3669, 32076, 5316, 932, 9059, 21392, 387, 253, 15078, 468, 35048, 6425, 326, 6267, 313, 2208, 8332, 273, 74, 15, 643, 70, 1345, 3238, 15, 310, 253, 2408, 31334, 285, 253, 2208, 651, 8138, 2075, 323, 1020, 3237, 616, 1345, 326, 4730, 275, 253, 1749, 256, 672, 476, 253, 806, 760, 320, 32076, 15045, 5316, 407, 5659, 3053, 2256, 272, 13, 731, 281, 436, 369, 1959, 875, 374, 2791, 7324, 15, 2299, 347, 13, 495, 359, 923, 275, 13, 13441, 253, 253, 1429, 434, 2885, 840, 1083, 273, 10384, 253, 5754, 32076, 13, 5316, 4404, 1824, 13, 253, 337, 285, 1157, 15519, 374, 35641, 1157, 1320, 13, 627, 403, 3055, 1900, 2143, 35096, 5448, 15, 12615","1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0"
"1045","5658, 284, 275, 1599, 13, 776, 326, 9168, 13, 369, 6326, 281, 253, 9910, 320, 617, 497, 2133, 18625, 512, 11561, 13, 891, 690, 342, 31505, 264, 616, 2914, 11008, 4618, 15, 751, 1527, 313, 635, 4107, 3780, 651, 22560, 10, 1611, 964, 1142, 273, 285, 15105, 759, 253, 23298, 84, 1335, 574, 7423, 90, 1299, 319, 9673, 45069, 15, 13, 703, 534, 816, 5486, 326, 359, 497, 3078, 6726, 281, 1509, 407, 281, 3176, 1774, 19311, 2706, 13, 689, 13, 10306, 8013, 7600, 594, 13, 20847, 3564, 26530, 562, 273, 326, 23308, 703, 812, 1611, 13, 285, 285, 247, 755, 617, 5235, 11339, 273, 643, 6612, 246, 29652, 285, 15, 87, 19867, 39585, 15, 921, 15, 15","0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0"
"1046","20261, 13, 891, 284, 253, 17328, 7906, 4821, 281, 4266, 45151, 13, 13, 285, 387, 8955, 4600, 4455, 344, 2007, 745, 1871, 685, 352, 574, 1078, 13, 4455, 6110, 891, 275, 253, 2408, 3597, 281, 1379, 273, 673, 891, 619, 1871, 320, 2927, 9100, 275, 42999, 1544, 571, 745, 779, 15, 13, 11926, 1110, 1264, 326, 604, 344, 1107, 23686, 598, 4455, 285, 1774, 13, 1119, 347, 2167, 479, 17303, 387, 779, 2970, 13, 3206, 342, 344, 479, 5082, 1537, 626, 1158, 320, 816, 891, 690, 5768, 369, 690, 892, 4369, 11036, 272, 15, 15","0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0"
"1047","10328, 3529, 310, 253, 17646, 2506, 626, 3984, 273, 973, 268, 273, 253, 4323, 39488, 405, 273, 1715, 13681, 28700, 253, 23289, 275, 4179, 15, 23256, 299, 16782, 13, 268, 1715, 697, 13681, 16782, 28700, 15, 7428, 310, 521, 627, 247, 10459, 2567, 1066, 247, 7904, 9165, 3041, 275, 499, 1164, 281, 717, 7895, 352, 2717, 254, 3737, 665, 556, 11464, 533, 2994, 390, 247, 9928, 5972, 1659, 1679, 12165, 275, 253, 10459, 24588, 281, 7423, 1408, 247, 7731, 1754, 273, 2136, 14816, 15, 604, 368, 344, 452, 247, 5728, 337, 7431, 964, 23, 3041, 275, 13, 10963, 1928, 1959, 1390, 281, 807, 5007, 253, 1416, 2112, 15, 15","0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0"
"1048","783, 23542, 2529, 352, 347, 271, 21213, 76, 953, 941, 13, 5783, 440, 2823, 12086, 11480, 247, 1698, 32183, 275, 2800, 253, 1273, 7285, 11480, 5926, 313, 3560, 936, 253, 407, 247, 4016, 1669, 10, 247, 3884, 273, 23542, 12354, 434, 8630, 14496, 1453, 14800, 313, 4533, 281, 936, 253, 987, 10, 11704, 253, 407, 16018, 1669, 15, 3602, 2556, 281, 28049, 941, 9734, 28232, 15, 271, 387, 440, 2823, 12086, 13, 21213, 8630, 1854, 253, 1818, 310, 1265, 253, 273, 253, 14496, 5426, 4533, 497, 19092, 273, 465, 6358, 247, 13, 16018, 432, 7251, 7759, 6537, 11480, 1698, 8630, 15, 13, 2556, 1903, 281, 253, 7759, 273, 23542, 285, 987, 1783, 273, 253, 28049, 941, 4310, 13, 13, 3436, 7759, 247, 12354, 253, 6429, 7407, 285, 247, 16018, 387, 964, 436, 20, 305, 673, 84, 15, 15","1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0"
"1049","6357, 1542, 13537, 2067, 9506, 253, 13, 359, 6376, 326, 1039, 13, 295, 2259, 273, 521, 3365, 7623, 13, 891, 8231, 3579, 285, 18262, 13661, 619, 19723, 253, 958, 326, 281, 253, 1755, 359, 497, 581, 273, 15, 521, 1481, 619, 15, 2133, 4541, 8899, 43958, 13, 247, 1591, 13, 891, 479, 2167, 13, 285, 88, 1070, 891, 13, 13872, 5561, 564, 264, 6987, 285, 13383, 619, 284, 29434, 1031, 1919, 1411, 597, 779, 1313, 15, 891, 3078, 281, 521, 13, 1928, 779, 21337, 4886, 1561, 253, 479, 31314, 272, 2457, 767, 275, 285, 562, 275, 326, 13048, 2363, 273, 1711, 521, 13755, 19407, 15, 15, 619, 13384, 2299, 13, 280, 619, 5961, 369, 9246, 497, 36316, 285, 5075, 891, 840, 13661, 3260, 891, 1411, 521, 1904, 626, 13, 344, 369, 452, 253, 7094, 4757, 1669, 281, 703, 41746, 19031, 4266, 1561, 479, 285, 1840, 13, 779, 15, 247, 1591, 347, 619, 9881, 13, 25640, 715, 891, 278, 253, 16630, 5026, 13, 13370, 3515, 387, 619, 3564, 521, 949, 13574, 13, 253, 891, 2159, 3543, 253, 12415, 7808, 13, 2602, 3727, 4707, 15, 387, 253, 891, 3543, 892, 1755, 273, 307, 1336, 285, 521, 7623, 15, 10218, 1768, 347, 619, 10056, 1160, 253, 2457, 891, 23927, 476, 285, 840, 13, 626, 1051, 891, 34688, 4720, 13, 891, 13, 19595, 715, 1335, 43219, 15, 779, 15","0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0"
"1050","262, 783, 1057, 15, 7674, 597, 3531, 1849, 745, 574, 690, 9313, 253, 21403, 3971, 13, 4830, 285, 352, 434, 6518, 331, 1123, 745, 690, 273, 247, 17819, 1854, 13, 762, 247, 861, 326, 20061, 1840, 253, 13, 27906, 253, 1416, 9065, 2538, 273, 253, 273, 253, 5101, 13, 533, 34034, 275, 285, 247, 7660, 1643, 281, 3618, 253, 13, 512, 19354, 326, 12045, 273, 11406, 436, 588, 320, 8862, 745, 285, 253, 6079, 15, 4517, 2867, 15, 253, 479, 13, 8485, 13, 1527, 891, 2317, 1849, 2326, 352, 807, 369, 846, 21499, 807, 264, 15, 407, 247, 703, 369, 1386, 9995, 273, 7139, 387, 13, 253, 2167, 13, 326, 9297, 3253, 369, 327, 512, 30601, 1264, 272, 7123, 13, 323, 253, 2378, 3644, 15, 352, 4759, 273, 534, 369, 247, 3962, 1160, 323, 247, 13491, 37924, 281, 873, 4446, 285, 745, 247, 253, 1199, 5699, 3168, 2419, 33128, 326, 30108, 11091, 275, 2426, 1070, 47323, 273, 8588, 275, 253, 2067, 562, 7973, 723, 13, 1142, 273, 1897, 534, 497, 4829, 347, 1781, 6386, 15, 15","0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0"
